区,初中学校,招生学校,最低分,同分优待,综评,语数外,数学,语文,综合测试
浦东新区,上海市浦东新区建平临港中学,上海市建平中学,748.5,否,50,408.5,132,130,141
浦东新区,上海市浦东新区建平临港中学,上海市进才中学,744,否,50,408,131,132,143
浦东新区,上海市浦东新区建平临港中学,上海南汇中学,734,否,50,395.5,124,130,144
浦东新区,上海市浦东新区建平临港中学,上海市浦东复旦附中分校,757,否,50,423,135,141,138
浦东新区,上海市浦东新区建平临港中学,上海市洋泾中学,732.5,否,50,402.5,133,125,135
浦东新区,上海市浦东新区建平临港中学,上海市高桥中学,728,否,50,401,133,131,137
浦东新区,上海市浦东新区建平临港中学,上海市川沙中学,743.5,否,50,412.5,144,123,139
浦东新区,上海市浦东新区建平临港中学,上海市实验学校,764,否,50,421.5,150,129,148
浦东新区,上海市浦东新区建平临港中学,华东师范大学第二附属中学临港奉贤分校,739,否,50,408,141,118,137
浦东新区,上海师范大学附属浦东临港中学,上海中学东校,740.5,否,50,409,123,141,135
浦东新区,上海师范大学附属浦东临港中学,上海市建平中学,744.5,否,50,404.5,134,126,143
浦东新区,上海师范大学附属浦东临港中学,上海市进才中学,758.5,否,50,415.5,142,130,144
浦东新区,上海师范大学附属浦东临港中学,上海南汇中学,721.5,否,50,389.5,124,121,139
浦东新区,上海师范大学附属浦东临港中学,上海市浦东复旦附中分校,760,否,50,418.5,138,134,144
浦东新区,上海师范大学附属浦东临港中学,上海市洋泾中学,726,否,50,399.5,124,130,130
浦东新区,上海师范大学附属浦东临港中学,上海市高桥中学,723,否,50,399,136,121,131
浦东新区,上海师范大学附属浦东临港中学,上海市川沙中学,725.5,否,50,400,132,123,135
浦东新区,上海师范大学附属浦东临港中学,华东师范大学第二附属中学临港奉贤分校,730,否,50,399,131,124,138
浦东新区,上海市建平实验地杰中学,上海市上海中学,765,否,50,425,145,132,143
浦东新区,上海市建平实验地杰中学,上海中学东校,753,否,50,416,140,131,140
浦东新区,上海市建平实验地杰中学,上海市建平中学,758.5,否,50,415,140,132,147
浦东新区,上海市建平实验地杰中学,上海市进才中学,757,否,50,416,140,131,148
浦东新区,上海市建平实验地杰中学,上海南汇中学,725,否,50,393,127,124,138
浦东新区,上海市建平实验地杰中学,上海市浦东复旦附中分校,765,否,50,424,146,131,146
浦东新区,上海市建平实验地杰中学,上海市洋泾中学,743,否,50,400,129,127,145
浦东新区,上海市建平实验地杰中学,上海市高桥中学,725.5,否,50,395.5,133,120,135
浦东新区,上海市建平实验地杰中学,上海市川沙中学,742,否,50,414.5,140,129,133
浦东新区,上海市建平实验张江中学,上海中学东校,749.5,否,50,411.5,130,135,142
浦东新区,上海市建平实验张江中学,上海市建平中学,761,否,50,416.5,140,131,146
浦东新区,上海市建平实验张江中学,上海市进才中学,758,否,50,419,142,131,142
浦东新区,上海市建平实验张江中学,上海南汇中学,727,否,50,400,131,127,135
浦东新区,上海市建平实验张江中学,上海市浦东复旦附中分校,766,否,50,428,146,134,140
浦东新区,上海市建平实验张江中学,上海市洋泾中学,735.5,否,50,399.5,120,133,141
浦东新区,上海市建平实验张江中学,上海市高桥中学,723.5,否,50,396.5,124,126,134
浦东新区,上海市建平实验张江中学,上海市川沙中学,747,否,50,412,140,130,142
浦东新区,上海市建平实验张江中学,上海市实验学校,754.5,否,50,413,137,131,145
浦东新区,上海市浦东新区建平康梧中学,上海中学东校,728,否,50,401.5,121,138,134
浦东新区,上海市浦东新区建平康梧中学,上海市建平中学,745.5,否,50,410.5,136,129,141
浦东新区,上海市浦东新区建平康梧中学,上海市进才中学,733,否,50,400,127,126,140
浦东新区,上海市浦东新区建平康梧中学,华东师范大学第二附属中学,754.5,否,50,412.5,137,129,145
浦东新区,上海市浦东新区建平康梧中学,上海南汇中学,727.5,否,50,398.5,132,124,136
浦东新区,上海市浦东新区建平康梧中学,上海市浦东复旦附中分校,748.5,否,50,406.5,144,123,145
浦东新区,上海市浦东新区建平康梧中学,上海市洋泾中学,735.5,否,50,400,125,131,140
浦东新区,上海市浦东新区建平康梧中学,上海市高桥中学,722,否,50,396,125,130,138
浦东新区,上海市浦东新区建平康梧中学,上海市川沙中学,729,否,50,394,124,129,140
浦东新区,上海市历城中学,上海中学东校,725,否,50,402.5,141,123,138
浦东新区,上海市历城中学,上海市建平中学,717,否,50,388,127,118,138
浦东新区,上海市历城中学,上海市进才中学,712.5,否,50,394,129,126,127
浦东新区,上海市历城中学,华东师范大学第二附属中学,734.5,否,50,394.5,129,121,147
浦东新区,上海市历城中学,上海南汇中学,689.5,否,50,375.5,118,111,135
浦东新区,上海市历城中学,上海市浦东复旦附中分校,724.5,否,50,403,127,129,130
浦东新区,上海市历城中学,上海市洋泾中学,710.5,否,50,395.5,133,119,132
浦东新区,上海市历城中学,上海市高桥中学,706.5,否,50,386,124,122,129
浦东新区,上海市历城中学,上海市川沙中学,697,否,50,371,111,117,132
浦东新区,上海市竹园中学,上海中学东校,752.5,否,50,419,147,125,140
浦东新区,上海市竹园中学,上海市建平中学,743.5,否,50,412.5,135,135,139
浦东新区,上海市竹园中学,上海市进才中学,743.5,否,50,410.5,130,135,139
浦东新区,上海市竹园中学,上海南汇中学,721.5,否,50,390,109,135,137
浦东新区,上海市竹园中学,上海市浦东复旦附中分校,757.5,否,50,415.5,143,126,147
浦东新区,上海市竹园中学,上海师范大学附属中学,743,否,50,407,139,127,142
浦东新区,上海市竹园中学,上海市洋泾中学,738,否,50,398,135,120,144
浦东新区,上海市竹园中学,上海市高桥中学,721,否,50,389,121,124,137
浦东新区,上海市竹园中学,上海市川沙中学,734,否,50,405.5,144,122,142
浦东新区,上海市泾南中学,上海中学东校,703.5,否,50,380.5,121,118,130
浦东新区,上海市泾南中学,上海市建平中学,734.5,否,50,399.5,124,131,138
浦东新区,上海市泾南中学,上海市进才中学,726.5,否,50,405.5,136,125,128
浦东新区,上海市泾南中学,华东师范大学第二附属中学,735.5,否,50,395.5,125,124,142
浦东新区,上海市泾南中学,上海南汇中学,714.5,否,50,389,130,118,136
浦东新区,上海市泾南中学,上海市浦东复旦附中分校,720.5,否,50,404,134,125,124
浦东新区,上海市泾南中学,上海市洋泾中学,704.5,否,50,388,119,127,125
浦东新区,上海市泾南中学,上海市高桥中学,715,否,50,390.5,132,119,140
浦东新区,上海市泾南中学,上海市川沙中学,708,否,50,382,114,131,135
浦东新区,上海市香山中学,上海交通大学附属中学,759,否,50,419,150,131,144
浦东新区,上海市香山中学,上海中学东校,742.5,否,50,411.5,141,129,137
浦东新区,上海市香山中学,上海市建平中学,724,否,50,396,128,122,141
浦东新区,上海市香山中学,上海市进才中学,750,否,50,413,140,131,144
浦东新区,上海市香山中学,上海南汇中学,708,否,50,392,127,128,126
浦东新区,上海市香山中学,上海市浦东复旦附中分校,754,否,50,413,146,128,146
浦东新区,上海市香山中学,上海市洋泾中学,742.5,否,50,406,139,123,144
浦东新区,上海市香山中学,上海市高桥中学,720,否,50,398,127,129,126
浦东新区,上海市香山中学,上海市川沙中学,732.5,否,50,396.5,124,130,139
浦东新区,上海市沪新中学,上海中学东校,736.5,否,50,405,133,128,143
浦东新区,上海市沪新中学,上海市建平中学,730.5,否,50,402.5,131,132,139
浦东新区,上海市沪新中学,上海市进才中学,746.5,否,50,412,138,129,142
浦东新区,上海市沪新中学,上海南汇中学,707.5,否,50,390,116,132,129
浦东新区,上海市沪新中学,上海市浦东复旦附中分校,759,否,50,420.5,146,126,146
浦东新区,上海市沪新中学,上海师范大学附属中学,733.5,否,50,413,135,131,134
浦东新区,上海市沪新中学,上海市洋泾中学,733.5,否,50,401,123,133,146
浦东新区,上海市沪新中学,上海市高桥中学,722,否,50,394,131,124,135
浦东新区,上海市沪新中学,上海市川沙中学,718.5,否,50,390.5,135,113,133
浦东新区,上海市育民中学,上海中学东校,719,否,50,390,121,128,135
浦东新区,上海市育民中学,上海市建平中学,733,否,50,402,140,125,141
浦东新区,上海市育民中学,上海市进才中学,705,否,50,383,129,114,135
浦东新区,上海市育民中学,上海南汇中学,710.5,否,50,385.5,115,131,131
浦东新区,上海市育民中学,上海市浦东复旦附中分校,740,否,50,401.5,135,120,143
浦东新区,上海市育民中学,上海市洋泾中学,713.5,否,50,388,121,125,133
浦东新区,上海市育民中学,上海市高桥中学,736.5,否,50,400.5,127,131,143
浦东新区,上海市育民中学,上海市川沙中学,719.5,否,50,389.5,125,127,135
浦东新区,上海立信会计金融学院附属高行中学,上海中学东校,734,否,50,410,133,133,131
浦东新区,上海立信会计金融学院附属高行中学,上海市建平中学,746,否,50,403.5,138,119,147
浦东新区,上海立信会计金融学院附属高行中学,上海市进才中学,742.5,否,50,422.5,139,136,127
浦东新区,上海立信会计金融学院附属高行中学,上海南汇中学,721,否,50,392.5,125,123,137
浦东新区,上海立信会计金融学院附属高行中学,上海市浦东复旦附中分校,762,否,50,425,149,132,144
浦东新区,上海立信会计金融学院附属高行中学,上海市洋泾中学,736,否,50,411.5,140,128,132
浦东新区,上海立信会计金融学院附属高行中学,上海市高桥中学,734,否,50,404,123,137,140
浦东新区,上海立信会计金融学院附属高行中学,上海市川沙中学,730,否,50,390.5,118,127,146
浦东新区,上海立信会计金融学院附属高行中学,上海市实验学校,700.5,否,50,367.5,110,122,135
浦东新区,上海第二工业大学附属龚路中学,上海中学东校,746.5,否,50,409.5,143,126,142
浦东新区,上海第二工业大学附属龚路中学,上海市建平中学,754,否,50,415.5,142,133,146
浦东新区,上海第二工业大学附属龚路中学,上海市进才中学,746.5,否,50,409.5,147,123,141
浦东新区,上海第二工业大学附属龚路中学,华东师范大学第二附属中学,745,否,50,411,140,130,142
浦东新区,上海第二工业大学附属龚路中学,上海南汇中学,719.5,否,50,397.5,129,127,132
浦东新区,上海第二工业大学附属龚路中学,上海市浦东复旦附中分校,764,否,50,421,141,133,147
浦东新区,上海第二工业大学附属龚路中学,上海市洋泾中学,732.5,否,50,405.5,142,122,134
浦东新区,上海第二工业大学附属龚路中学,上海市高桥中学,719.5,否,50,399.5,127,132,131
